"Product Name","SKU","Collection","Sipsy Price","Competitor Low Price","Competitor Low URL","Competitor Median Price","Competitor Median URL","Competitor High Price","Competitor High URL","Price Diff vs Low","Price Diff vs Median","Notes"
"Superbird Paloma Cocktail Pack","","","38.99","14.99","https://raretequilas.com/products/superbird-ready-to-drink-has-paloma","15.99","https://roeblingliquors.com/shop/product/superbird-tequila-paloma-4-pack/5f089430a30de86e635091f1?option-id=f1eb7d25671481e6b383fd6f12a297419a6e24731d90a25f45f252eef1d685c8","31.2","https://shopbarrel2bottle.com/shop/product/superbird-tequila-paloma-4-pack/5f089430a30de86e635091f1?option-id=35eb7619955be94cb7d3bb7fab538f264a5022bc4e30988926612cfc155ae2eb","24.0","23.0","Prices from various retailers (Rare Tequilas $14.99, Roebling Liquors $15.99, Tipxy $16.99, Barrel2Bottle $31.20); no results from Amazon, Total Wine, Vivino, or Liquor.com. All for 4-pack."
"Siete Leguas Añejo - 700ml","","","59.99","56.99","https://siptequila.com/products/siete-leguas-anejo","71","https://www.wine-searcher.com/find/seite+seven+legua+tequila+anejo+mexico/0/South+Africa","74.99","https://kegnbottle.com/products/siete-leguas-anejo-750-ml","3.0","-11.01","Prices from available retailers (Sip Tequila, Flaviar, Wine-Searcher avg, Keg N Bottle); no specific prices found on Amazon, Total Wine, Vivino, or Liquor.com in results. Sip Tequila lists sale $59.99 and $56.99; used lowest. Wine-Searcher avgs $71-73 ex-tax for 750ml. Sizes mostly 700ml."
"Siempre Reposado Tequila - 750ml","","","39.99","42.29","https://cwspirits.com/collections/siempre","52.99","https://unwindbottleshop.com/products/siempre-tequila-reposado-750ml","91.48","https://www.nationwideliquor.com/177833/siempre-tequila-reposado-750ml","-2.3","-13.0","Prices from various online retailers; Total Wine [10] lacks explicit price. Sorted Reposado 750ml prices: 42.29[8], 49.99[3][7], 52.99[1][5], 59.99[4], 91.48[6]. No prices found from Amazon, Vivino, Liquor.com."
"Siempre Añejo Tequila - 750ml","","","59.99","49.99","https://raretequilas.com/collections/vendors?q=siempre","67.49","https://cwspirits.com/collections/siempre","80.0","https://bishopscellar.com/product/siempre-tequila-anejo/","10.0","-7.5","Prices from various online retailers (Rare Tequilas, Keg N Bottle, CW Spirits, Bishop's Cellar, etc.); no current prices found on Amazon, Total Wine, Vivino, or Liquor.com. Total Wine lists product but no price visible. Sold out at lowest price retailer. Average ex-tax $68[1]."
"Siembra Valles Blanco Tequila - 750ml","","","74.99","69.99","https://elcerritoliquor.com/products/simbre-valles-blanco-tequila-750ml","70","https://www.wine-searcher.com/find/siembra+valley+tequila+blanco+jalisco+mexico","71","https://www.wine-searcher.com/find/siembra+valley+tequila+blanco+jalisco+mexico","5.0","4.99","Prices from search results for Siembra Valles Blanco Tequila 750ml (standard 80 proof); no direct listings from Amazon, Total Wine, Vivino, or Liquor.com. Avg ex-tax $71[1]. El Cerrito Liquor $69.99[5]. Other results are high-proof or ancestral variants."
"Siembra Alteno Tequila Blanco and Reposado – 2-Pack","","","164.99","34.99","https://flaskfinewines.com/products/siembra-alteno-tequila-blanco","69.99","https://elcerritoliquor.com/products/siembra-alteno-blanco-tequila-750ml","93","https://www.wine-searcher.com/find/siembra+alteno+tequila+reposado+jalisco+mexico/1/usa","130.0","95.0","No exact matches for 'Siembra Alteno Tequila Blanco and Reposado – 2-Pack' found on Amazon, Total Wine, Vivino, or Liquor.com. Prices reflect individual bottles (Blanco ~$35-$80, Reposado avg $93); 2-pack likely ~$120-$170. Flask $34.99 likely 50ml combo[2]."
"Siembra Alteno Blanco - 750ml","","","79.99","56.99","https://www.hiproof.com/collections/vendors?q=siembra","79.99","https://sipsy.com/products/siembra-alteno-blanco-750ml","89.99","https://kegnbottle.com/products/siembra-alteno-blanco-tequila-750ml","23.0","0.0","Prices from various online retailers; Total Wine listing lacks specific price in results. Median calculated from available prices: 56.99, 74.99, 75.00, 77.99, 79.99 (x2), 89.99. No prices found from Amazon, Vivino, or Liquor.com in results."
"Sauza Tequila Gold - 750ml","","","16.99","16.99","https://kegnbottle.com/products/sauza-tequila-gold-750-ml-or-1-75l","16.99","https://www.wine-searcher.com/find/casa+sauza+hacienda+gold+tequila+jalisco+mexico/1/israel","19.99","https://theliquorbros.com/products/sauza-tequila-gold-750ml","0.0","0.0","Prices from search results: $16.99 (multiple retailers), avg $16, $19.99. No direct prices found from Amazon, Vivino, Liquor.com, or Total Wine listing; used available data."
"Sauza Tequila Blanco - 750ml","","","16.99","12.99","https://www.oldtowntequila.com/brands/Sauza.html","18.99","https://qualityliquorstore.com/products/sauza-blanco-tequila-750ml","19.99","https://www.liquorcave.com/products/sauza-blanco-tequila","4.0","-2.0","Prices from various online retailers; Total Wine lists Sauza Gold at $12.99 [5] and Sauza Blue Silver implied ~$20.99 [8], but exact Blanco 750ml not specified. No direct prices from Amazon, Vivino, or Liquor.com in results. Sauza Blanco 750ml prices: $12.99-$19.99."
"Sango Agave Spirit Blanco - 750ml","","","49.99","44","wine-searcher.com","49.94","saratogawine.com","54.99","oldtowntequila.com","5.99","0.05","Price data sourced from available search results. Search results did not include pricing from Amazon, Vivino, or Liquor.com as specified in the query. Prices are approximate retail values and may vary by location and availability. Data current as of search results provided."
"San Matías Extra Añejo Gran Reserva Tequila - 750ml","","","49.99","34.99","https://shopsk.com/products/san-matias-gran-reserva-extra-anejo-tequila-750ml","50.0","https://sftequilashop.com/products/san-matias-gran-reserva-extra-anejo-750ml","69.0","https://siptequila.com/products/san-matias-anejo-gran-reserva","15.0","-0.01","Prices from 750ml bottles where specified; selected ShopSK ($34.99)[1], SF Tequila Shop ($50)[5], Sip Tequila ($69 sale from $64.99)[2] as lowest/median/highest. No prices found on Amazon, Vivino, Liquor.com. Some 700ml listings (e.g. $239.99[3], ~$518[8]) excluded. Total Wine[10] lacks price."
"Quintaliza Reposado Tequila - 750ml","","","89.99","48.99","https://www.gasparsliquorshoppe.com/quintaliza-reposado.html","89.99","https://sipsy.com/products/quintaliza-reposado-tequila-750ml","159.95","https://elcerritoliquor.com/products/quintaliza-reposado-tequila-750ml","41.0","0.0","Prices from various online retailers; Total Wine lists product but no price in results. No prices found from Amazon, Vivino, or Liquor.com. Sorted from available: 48.99, 69.99, 89.99 (x2), 94.99, 159.95."
"Pueblo Viejo Tequila Blanco - 750ml","","","14.99","13.99","https://www.oldtowntequila.com/brands/Pueblo-Viejo.html","18.99","https://www.totalwine.com/spirits/tequila/blancosilver/pueblo-viejo-blanco-tequila/p/100996750","24.99","https://whiskyandwhiskey.com/products/pueblo-viejo-tequila-anejo-1","1.0","-4.0","Prices from various online retailers; Total Wine listed at $18.99. Specified retailers (Amazon, Total Wine, Vivino, Liquor.com) had limited/no direct matches in results. Prices exclude tax/shipping; may vary."
"Patrón Silver Tequila Mini Shots - Set of 6 - 50ml","","","42.99","32.99","https://kegnbottle.com/products/patron-mini-silver-6-pack-6x50ml","39.99","https://qualityliquorstore.com/products/patron-silver-tequila-50ml","44.99","https://3brothersliquor.com/products/patron-silver-tequila-mini-shots-6-of-50ml","10.0","3.0","Prices from smaller online liquor retailers; specified sites (Amazon, Total Wine, Vivino, Liquor.com) not found in results. Some listings show sale prices, regular prices, or unavailability."
"Patrón El Alto Reposado Tequila - 750ml","","","134.99","48.0","https://www.alecider.com/product/patron-el-alto-reposado-tequila-750ml/","151.99","https://www.caskers.com/patron-el-alto-reposado-tequila/","169.0","https://www.wine-searcher.com/find/patron+el+alto+tequila+jalisco+mexico","86.99","-17.0","Prices from various online retailers (not limited to Amazon, Total Wine, Vivino, Liquor.com as no direct matches found); €213.59 from escoladist.com excluded due to currency; values in USD where specified, median approximated from available data points: 48, 149.99-151.99, 169."
"Pantalones Tequila Reposado - 750ml","","","44.99","37.89","https://bestbuyliquors.com/pantalones-reposado-tequila","44.99","https://cwspirits.com/products/pantalones-tequila-reposado-750ml","48.9","https://www.saratogawine.com/product/pantalones-tequila-reposado-750ml/","7.1","0.0","Prices from various retailers including Total Wine listing (price not specified in snippet)[9], Caskers $47.99[2], Binny's $44.99[6], official site $49.99[7], Marketview $40.99[5]; no prices found for Amazon, Vivino, Liquor.com in results."
"Tequila Blanco - 750ml","","","44.99","15.99","https://www.liquoronbroadway.com/collections/tequila-blanco-new","39.99","https://vsliquor.com/collections/tequila-blanco","163.99","https://www.liquoronbroadway.com/collections/tequila-blanco-new","29.0","5.0","Prices from various online liquor retailers (Liquor on Broadway [1], VS Liquor [3], Total Wine [5], etc.); Total Wine had no exact matches but similar range. No direct results from Amazon, Vivino, or Liquor.com. Median approximated from central values in 750ml Blanco listings."
"Pantalones Tequila Añejo - 750ml","","","49.99","46.99","https://www.liquorcave.com/products/pantalones-anejo","52.99","https://www.caskers.com/pantalones-anejo-tequila-750/","91.49","https://www.whiskyliquorstore.com/229021/pantalones-tequila-anejo-750ml","3.0","-3.0","Prices from various online retailers (Liquor Cave, Caskers, Whisky Liquor Store, etc.); no current listings found on Amazon, Vivino, or Liquor.com. Sorted from available: 46.99, 49.99, 52.99, 64.99, 91.49. Average ~$51 ex-tax per Wine-Searcher."
"Palomo Mezcal Artesanal Espadín - 375ml","","","25.99","27.99","https://www.folsomwinespirits.com/products/palomo-espadin-mezcal-artesanal-375ml","36.95","https://elcerritoliquor.com/products/palomo-espadi-n-mezcal-artesanal-375-ml","369.95","https://elcerritoliquor.com/products/palomo-espadi-n-mezcal-artesanal-375-ml","-2.0","-10.96","Prices from Folsom Wine & Spirits ($27.99), El Cerrito Liquor ($369.95 sale from $499.95), Wine-Searcher avg $36/750ml (adjusted); no direct prices from Amazon, Total Wine, Vivino, or Liquor.com in results. European prices in EUR excluded. Median approximated from available 375ml US prices."
"Paloma Cocktail Pack","","","31.99","49.99","https://www.walmart.com/c/kp/ready-to-drink-paloma","59.99","https://sipsy.com/products/the-paloma-cocktail-set-6-8-serving","59.99","https://www.ripebarjuice.com/product-page/classic-paloma-6-pack","-18.0","-28.0","No prices found on Amazon, Vivino, or Liquor.com. Total Wine lists VMC Paloma but no price available in results. Prices from Walmart ($49.99 for 3-pack LAVA mixer), Sipsy ($59.99 kit), Ripe Bar Juice ($59.99 6-pack); other results lack explicit prices."
"On the Rocks Jalapeño Pineapple Margarita - 375ml","","","13.99","7.99","https://www.totalwine.com/spirits/ready-to-drink/tequila-cocktails/margarita/on-the-rocks-jalapeno-pineapple-margarita/p/226810375","10.99","https://www.hiproof.com/products/on-the-rocks-otr-the-jalapeno-pineapple-margarita-tequila-cocktail-375ml","13.99","https://www.liquorandwineoutlets.com/product-detail/7950-On-The-Rocks-Jalapeno-Pineapple-Marg","6.0","3.0","Prices from Total Wine ($7.99), HiProof ($9.99 sale/$10.99 regular), Barriques ($12.49), Market View Liquor ($12.99), Liquor & Wine Outlets ($13.99 sale). No prices found on Amazon, Vivino, or Liquor.com. Median calculated from available single-bottle prices using regular price where sale noted."
"Nuestro Placer Reposado Cristalino - 750ml","","","99.99","79.99","https://www.missionliquor.com/products/nuestro-placer-reposado-cristalino-750ml","85.99","https://www.royalbatch.com/nuestro-placer-reposado-cristalino-tequila","99.99","https://liquorama.com/nuestro-placer-reposado-cristalino-tequila-750ml.html","20.0","14.0","Prices from various online retailers; Total Wine lists product but no price visible in results. Sorted confirmed sale prices: 79.99, 85.99 (multiple), 87.99, 99.99. Median is 85.99."
"Nosotros Blanco Tequila - 750ml","","","39.99","34.99","https://www.binnys.com/spirits/tequila/nosotros-blanco-tequila-107260/","39.99","https://siptequila.com/products/nosotros-blanco-tequila","49.99","https://qualityliquorstore.com/products/nosotros-blanco-tequila","5.0","0.0","Prices from various online retailers; Total Wine lacks specific price in results. Binny's on sale at $34.99. Median calculated from available prices: 34.99, 37.99, 39.99, 39.99, 40.00, 41.99, 49.99."
"Milagro Tequila Silver - 750ml","","","19.99","21.99","https://www.caskers.com/milagro-tequila-silver/","27.99","https://abcfws.com/milagro-silver-tequila/339205","34.99","https://theliquorbros.com/products/milagro-tequila-silver-750ml","-2.0","-8.0","Prices from various online retailers (Caskers $21.99, Applejack $24.99, CW Spirits $24.29 vault/$26.99, Spec's $26.28, ABC $27.99, Wine-Searcher avg $28, Total Wine not listed); no prices found for Amazon, Vivino, Liquor.com. Sale prices used where applicable. Total Wine [9] lacks price info."
"Milagro Añejo - 750ml","","","29.99","37.99","https://raretequilas.com/products/milagro-tequila-anejo","42.99","https://www.totalwine.com/spirits/tequila/anejo/milagro-anejo-tequila/p/95771750","49.99","https://bottleshopandtastingroom.com/products/milagro-anejo-750ml-3-pour-30ml","-8.0","-13.0","Prices from search results for standard Milagro Añejo 750ml (excluding Select Barrel Reserve variants). Total Wine matches query. Sorted prices: $37.99[1], $41.99[5], $42.99[6], $49.99[3]. No prices found from Amazon, Vivino, or Liquor.com."
"Mijenta Tequila Añejo Gran Reserva - 750ml","","","199.99","150","https://sftequilashop.com/products/mijenta-tequila-anejo-gran-reserva-750ml","169.99","https://kegnbottle.com/products/mijenta-anejo-gran-reserva-tequila-750ml","174.99","https://siptequila.com/products/mijenta-anejo","49.99","30.0","No current prices found on Amazon, Total Wine, Vivino, or Liquor.com. Prices from other retailers; Total Wine lists product but no price[7]. ReserveBar shows $154.06[10]."
"Mijenta Blanco Tequila and Mijenta Reposado Tequila - 2-Pack","","","104.99","104.99","https://sipsy.com/products/mijenta-blanco-tequila-and-mijenta-reposado-tequila-2pk","114.99","https://kegnbottle.com/products/mijenta-symphony-series-no-2-reposado-maestra-selection-no-2-blanco-tequila-bundle-2-x-750-ml","118.98","https://mijenta-tequila.com/products/mijenta-duo-bundle","0.0","-10.0","Search results did not include pricing from Amazon, Total Wine, Vivino, or Liquor.com as requested. Prices shown are from alternative online retailers found in search results: Sipsy, Keg N Bottle, and Mijenta's official website. The median price represents the middle value of three available data points."
"Mi Campo Silver Tequila - 750ml","","","28.99","23.99","https://wineanthology.com/23966-mi-campo-tequila-blanco","26.99","https://whiskeycaviar.com/products/mi-campo-silver-tequila","28.99","https://sipsy.com/products/mi-campo-silver-tequila-750ml","5.0","2.0","Prices from various online retailers (not limited to specified ones due to lack of direct matches on Amazon, Vivino, Liquor.com in results); extracted current sale prices where applicable: Wine Anthology $23.99[6], Whiskey Caviar $26.99[4], Old Town Tequila $25.99-$26.99[5], Wooden Cork $27[1], Sip Tequila $27.99[8], Sipsy $28.99[2]. Wine-Searcher avg $23-$24 ex-tax[3]. Total Wine listing lacks price[7]."
"Mi Campo Reposado - 750ml","","","28.99","23.99","https://applejack.com/Mi-Campo-Reposado-Tequila-750-ml","32.99","https://www.totalwine.com/spirits/tequila/reposado/mi-campo-reposado-tequila/p/191539750","69.99","https://www.finewinehouse.com/mi-campo-reposado-tequila-750ml.html","5.0","-4.0","Prices from available retailers; Total Wine price not explicitly listed in snippet but confirmed available; no prices found from Amazon, Vivino, or Liquor.com in results. Applejack $23.99 (reg), Fine Wine House MSRP $69.99."
"Mangatta Silver Tequila - 750ml","","","13.99","12","https://www.wine-searcher.com/find/mangata+tequila+silver+jalisco+mexico","19.99","https://simchaspirits.com/products/mangatta-tequila-silver","19.99","https://tipxy.com/products/mangatta-tequila-silver","1.99","-6.0","Prices from search results; Wine-Searcher avg $12 ex-tax (750ml). Other 750ml listings ~$19.99. Some 1L sizes ($14.99) excluded. No direct matches from Amazon, Total Wine, Vivino, or Liquor.com."
"Maestro Dobel Reposado - 750ml","","","44.99","49","https://www.caskers.com/maestro-dobel-reposado-tequila/","55","https://tastersclub.com/products/maestro-dobel-tequila-reposado","65.99","https://cellar.com/products/maestro-dobel-reposado-tequila-750ml","-4.01","-10.01","Prices from various online retailers; Total Wine listing lacked visible price. Median approximated from available sale prices: 49, 54.99, 56.99, 57.99, 59.99, 65.99. Specified retailers (Amazon, Vivino, Liquor.com) had no direct price listings in results."
"Madre Blanco Tequila - 700ml","","","39.99","44.99","https://kegnbottle.com/products/madre-blanco-tequila-750-ml","46.99","https://www.oldtowntequila.com/madre-mezcal/","48.99","https://www.caskers.com/madre-blanco-tequila-700ml/","-5.0","-7.0","Prices from Caskers ($48.99)[1], Keg N Bottle ($44.99)[2], Old Town Tequila ($46.99)[3], Flaviar ($48.99)[4]. No prices found on Amazon, Total Wine[8], Vivino, or Liquor.com. NapaCabs shows MSRP $69.99 but no sale price[5]. Median calculated from available prices: 44.99, 46.99, 48.99."
"Luna Nueva Silver - 750ml","","","29.99","29.99","https://sipsy.com/products/luna-nueva-silver-750ml","39.99","https://kegnbottle.com/products/luna-nueva-silver-750ml","48.99","https://lunanuevatequila.com/collections","0.0","-10.0","Prices from Sipsy ($29.99 sale), multiple retailers (~$39), official site ($48.99). No current prices found on Amazon, Vivino, Liquor.com, or Total Wine."
"Luna Nueva Reposado - 750ml","","","37.99","34.99","https://liquorstars.com/products/luna-nueva-reposado-tequila","48.99","https://tipxy.com/products/luna-nueva-reposado","79.99","https://caskcartel.com/products/luna-nueva-reposado-tequila","3.0","-11.0","Prices from various online retailers; no listings found on Amazon, Vivino, or Liquor.com. Sorted prices: 34.99, 37.99, 41.99, 48.99, 49.99, 49.99, 57.99, 79.99. Total Wine had no price listed."
"Luna Nueva Añejo - 750ml","","","44.99","39.99","https://liquorstars.com/products/luna-nueva-anejo-tequila","55.99","https://www.oldtowntequila.com/luna-nueva/","60.99","https://tipxy.com/products/luna-nueva-anejo","5.0","-11.0","Prices from various retailers; Total Wine lists product but no price in results; Amazon, Vivino, Liquor.com not found in results; outlier $467.94 from producer site excluded as likely multi-pack; ex-tax avg $57[1]"
"Lost Lore Tequila Blanco - 750ml","","","59.99","44.94","https://www.saratogawine.com/product/lost-lore-tequila-blanco-still-strength-750ml/","55.0","https://sftequilashop.com/products/lost-lore-tequila-blanco-750ml66935661787","63.61","https://www.saratogawine.com/product/lost-lore-tequila-blanco-still-strength-750ml/","15.05","4.99","Prices from various retailers; Total Wine listing lacks specific price. Saratoga Wine lists both lowest ($44.94 standard Blanco) and highest ($63.61 Still Strength variant). No prices found from Amazon, Vivino, or Liquor.com in results."
"Lost Lore High-Proof Tequila Blanco - 750ml","","","84.99","44.99","https://lostlore.hiproof.com","62.99","https://www.totalwine.com/spirits/tequila/lost-lore-blanco-tequila/p/2126254909","89.99","https://kegnbottle.com/products/lost-lore-high-proof-blanco-tequila-750-ml","40.0","22.0","Prices for Lost Lore Tequila Blanco 750ml and high-proof variants from various retailers; no exact matches found on Amazon, Vivino, or Liquor.com. Total Wine: $62.99[10]. Range reflects standard and high-proof editions (e.g., Still Strength Blanco)."
"Los Sundays Reposado - 750ml","","","49.99","37.99","https://www.missionliquor.com/products/los-sundays-tequila-reposado-750ml-1","45.99","https://lossundays.com/products/los-sundays-tequila-reposado-750ml","50.99","https://www.grandwinecellar.com/products/los-sundays-tequila-reposado","12.0","4.0","Prices extracted from search results. Total Wine listed but no price found in snippet. Sorted prices: 37.99, 39.99, 41.99, 42.99, 45.99(x3), 46.48, 49.99, 50.99. Median from middle value(s)."
"Lágrimas Del Valle Tequila Plata - 750ml","","","64.99","38.99","https://www.ohlq.com/liquor/tequila/blanco/lagrimas-del-valle-2023-el-sabino-plata-tequila","60.0","https://www.saratogawine.com/product/lagrimas-del-valle-tequila-plata-el-sabino-750ml/","69.94","https://www.saratogawine.com/product/lagrimas-del-valle-tequila-plata-el-sabino-750ml/","26.0","4.99","Prices from various online retailers for different single-ranch expressions (e.g., El Sabino, La Loma, El Chiqueno) of Lágrimas del Valle Tequila Plata 750ml. No listings found on Amazon, Total Wine, Vivino, or Liquor.com. Total Wine has a product page but no price listed. Prices range $38.99-$69.94."
"La Gritona Reposado Tequila - 375ml","","","39.99","27.99","https://nyc.flatiron-wines.com/products/la-gritona-reposado-tequila-nv-375ml","34.99","https://liquorboutique.com/products/la-gritona-reposado-tequila-375ml","54.99","https://theliquorbros.com/products/la-gritona-reposado-tequila-375ml","12.0","5.0","Prices from available retailers (not limited to specified sites as none matched exactly); Total Wine lists product but no price found. Used current sale/regular prices where applicable: $27.99[7], $28.14[5], $29.99[8], $31.95[3], $33.97[2], $34.99[1][4], $54.99[3]. Median calculated from sorted unique values."
"La Adelita Blanco Tequila - 750ml","","","45.99","37.99","https://www.missionliquor.com/products/la-adelita-tequila-blanco-750ml","42.99","https://www.oldtowntequila.com/la-adelita-tequila/","46.93","https://www.reservebar.com/collections/la-adelita-tequila","8.0","3.0","Prices from various online retailers; Total Wine, Amazon, Vivino, and Liquor.com had no specific pricing in results. Lowest and median also at Flaviar ($37.99)[4]. Average ex-tax $42[1]."
"La Adelita Añejo Tequila - 750ml","","","63.99","31.0","gacraftspirits.com","54.99","oldtowntequila.com","59.17","reservebar.com","32.99","9.0","Search results do not include pricing from Amazon, Vivino, or Liquor.com as requested. Prices are from available online retailers in the search results only. The lowest price of $31.00 appears to be a sale/discount price on gacraftspirits.com, while regular retail prices range from $52-$59. All prices are for 750ml bottles of La Adelita Añejo Tequila."
"Komos Tequila - 750ml","","","134.99","121.83","https://www.reservebar.com/collections/tequila-komos","129.99","https://www.totalwine.com/spirits/brand/komos","149.99","https://www.totalwine.com/spirits/brand/komos","13.16","5.0","Prices for Komos Anejo Cristalino 750ml (closest match to query). Total Wine shows range $129.99-$149.99; ReserveBar $121.83. No direct matches on Amazon, Vivino, or Liquor.com in results. Other variants excluded."
"José Cuervo Tradicional Cristalino Reposado - 750ml","","","25.99","27","https://www.wine-searcher.com/find/jose+cuervo+tradition+cristalino+tequila+reposado+jalisco+mexico/1/mexico","38","https://www.wine-searcher.com/find/jose+cuervo+tradition+cristalino+tequila+reposado+jalisco+mexico/1/italy","54.99","https://www.binnys.com/spirits/tequila/jose-cuervo-tradicional-cristalino-116406/","-1.01","-12.01","Prices from Wine-Searcher (ex-tax averages in various regions), Binny's (US retailer, with card discount to $54.99), and others; no direct results from Amazon, Total Wine, Vivino, or Liquor.com. Other prices: $37 (Wine-Searcher), ~$499 MXN (~$25 USD, Cava del Duero), $76.95 SGD (Paneco). Sorted from available explicit figures."
"Jose Cuervo Tequila Gold Blended - 1.75L","","","29.99","25.98","https://applejack.com/Jose-Cuervo-Gold-Tequila-175-l","29.99","https://www.binnys.com/spirits/tequila/jose-cuervo-especial-gold-tequila-111865/","43.5","https://thirstystogo.com/product/jose-cuervo-especial-gold-1-75l/","4.01","0.0","Prices from available retailers (Applejack, Binny's, Thirsty's); specified sites (Amazon, Total Wine, Vivino, Liquor.com) had no matching results. Loyalty/sale pricing used where applicable."
"Jose Cuervo Tequila Gold Blended - 750ml","","","17.99","11.99","https://www.remedyliquor.com/products/jose-cuervo-tequila-gold-750ml","19.99","https://pjwine.com/products/jose-cuervo-especial-gold-tequila-750l","30.99","https://costplusliquors.com/products/jose-cuervo-tequila-gold-750ml","6.0","-2.0","Prices from various online retailers (Remedy Liquor, PJ Wine, Caskers, Total Wine avg $21, Ralphs $21, Cost Plus $30.99). None directly from Amazon, Vivino, or Liquor.com in results. Median approximated from available explicit prices: 11.99, 17.99, 19.99, 21, 30.99."
"Jose Cuervo Silver Tequila - 750ml","","","17.99","12.99","https://shopsk.com/products/jose-cuervo-especial-silver-tequila","22.99","https://kegnbottle.com/products/jose-cuervo-especial-silver-tequila-750-ml","29.99","https://wineanthology.com/10451-jose-cuervo-silver-tequila","5.0","-5.0","Prices from various online retailers (ShopSK, Keg N Bottle, Wine Anthology, Binny's, Barrel Tap, etc.); no direct prices found from Amazon, Total Wine, Vivino, or Liquor.com in results. Product referred to as 'Jose Cuervo Especial Silver Tequila' or similar. Ex-tax averages $20-24[1][2]."
"Jose Cuervo Gran Centenario Cristalino Añejo - 750ml","","","89.99","89.99","https://sipsy.com/products/jose-cuervo-gran-centenario-cristalino-anejo-750ml","99.99","https://qualityliquorstore.com/collections/cristalino","171.99","https://www.whiskyliquorstore.com/188424/gran-centenario-cristalino-tequila-anejo","0.0","-10.0","Prices from Sipsy ($89.99), Quality Liquor Store ($99.99), and Whisky Liquor Store ($171.99). No exact matches found on Amazon, Total Wine, Vivino, or Liquor.com in results. Other prices like $1442.45/PZA appear non-USD or bulk."
"Insólito Reposado Tequila - 750ml","","","48.99","44.99","https://www.oldtowntequila.com/insolito/","49.99","https://kegnbottle.com/products/insolito-tequila-reposado-by-midland-750-ml","54.99","https://siptequila.com/products/insolito-reposado-tequila","4.0","-1.0","Prices from Old Town Tequila ($44.99), Keg N Bottle/Divine Liquors ($49.99), Sip Tequila ($54.99); Total Wine lists product without visible price; Amazon/Vivino/Liquor.com not in results; avg ex-tax $46[1]."
"Insólito Blanco Reposado and Añejo Tequila - 3-Pack","","","139.99","149.97","https://www.insolitotequila.com/collections/all","154.99","https://siptequila.com/collections/insolito-tequila","181.99","https://whiskyandwhiskey.com/products/the-insolito-trio-tequila-bundle","-9.98","-15.0","Prices for the 3-pack bundle of Insólito Blanco, Reposado, and Añejo from available sources (official site, SipTequila, WhiskyandWhiskey). No listings found on Amazon, Total Wine, Vivino, or Liquor.com. Individual bottle prices sum lower (e.g., ~134.97 at Old Town Tequila[2]) but no 3-pack there."
"Insólito Blanco Tequila - 750ml","","","42.99","33.95","https://elcerritoliquor.com/products/insolito-blanco-tequila-750ml","43.99","https://www.totalwine.com/spirits/tequila/blancosilver/insolito-blanco-tequila/p/230801750","47.99","https://kegnbottle.com/products/insolito-tequila-blanco-by-midland-750-ml","9.04","-1.0","Prices from various online retailers; Total Wine at $43.99[5]. Lowest and highest exclude sales/promos where unclear (used current $33.95[7], $47.99[2]). No prices found from Amazon, Vivino, Liquor.com. Median from sorted current prices."
"Insólito Añejo Tequila - 750ml","","","53.99","42.99","https://www.hiproof.com/products/insolito-anejo-tequila-750ml","52.99","https://www.caskers.com/insolito-anejo-tequila/","65.0","https://sftequilashop.com/products/insolito-tequila-anejo-750ml","11.0","1.0","Prices from various online retailers; Total Wine ~$51[9]; no direct prices found from Amazon, Vivino, or Liquor.com. Sale prices used where applicable. Average ex-tax $147[1]."
"Hornitos Reposado Tequila - 750ml","","","27.99","21.99","https://applejack.com/Hornitos-Reposado-Tequila-750-ml","23.99","https://theliquorbros.com/products/hornitos-reposado-tequila-750ml","27.99","https://www.caskers.com/hornitos-reposado-tequila/","6.0","4.0","Prices from various retailers including Total Wine listing (price not specified in snippet)[9], Applejack[2], Binny's[6], Liquor Bros[4], Spec's[5], Country Wine & Spirits[7], Caskers[8]. No prices found from Amazon, Vivino, or Liquor.com in results. Sorted unique ex-tax prices: 21.99, 23.99, 24.18, 24.29, 26.99, 27.99."
"Herradura Selección Suprema Extra Añejo - 750ml","","","449.99","299.99","https://shopsk.com/products/herradura-seleccion-suprema-extra-anejo-tequila","350.99","https://www.caskers.com/herradura-seleccion-suprema-extra-a-ejo-tequila/","423.99","https://wineanthology.com/3541-herradura-seleccion-suprema-tequila","150.0","99.0","Prices from various online retailers (ShopSK, Caskers, Wine Anthology, Keg N Bottle, Wine-Searcher avg). No current listings found from Amazon, Total Wine, Vivino, or Liquor.com. Prices in USD for 750ml; excl. tax/shipping where noted."
"Grand Mayan Tequila Reposado - 750ml","","","65.99","65","https://sftequilashop.com/products/grand-mayan-tequila-reposado-750ml","79.99","https://www.oldtowntequila.com/brands/Grand-Mayan.html","89.99","https://theliquorbros.com/products/grand-mayan-reposado-tequila-750ml","0.99","-14.0","Prices from various online retailers (not limited to specified ones due to lack of direct matches on Amazon, Vivino, Liquor.com, Total Wine); Total Wine lists product but no price visible. Avg ex-tax $85[1]. All for 750ml."
